Time,Score
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.08,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.13,2
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
4.42,1
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
