Time,Score
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.38,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.25,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
3.24,4
