1

E,1

3.0

3.7980912835549323

2

E,1

4.0

3.717346092265576

3

E,1

5.0

3.9648788673726894

4

E,1

3.0

3.827439887237159

5

E,1

1.0

-3.3492575365396693

