Time,Score
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
3.21,4
